Variable,Bin id,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Coefficient,Points
tot_cur_bal,2,"[80854.50, 139625.50)",5984,0.12364147278813174,5873,111,0.018549465240641713,-0.018039065192453574,4.0585528440604e-05,5.07312227051508e-06,-0.5327030871940975,3.0
tot_cur_bal,3,"[139625.50, 185132.00)",4270,0.08822678623083599,4210,60,0.01405152224824356,0.2642436450516876,0.005436687023630279,0.0006776155931946942,-0.5327030871940975,7.0
tot_cur_bal,4,"[185132.00, 217915.50)",2637,0.05448572255051862,2612,25,0.009480470231323474,0.6623659461254818,0.017636345084722563,0.0021651070697741165,-0.5327030871940975,13.0
tot_cur_bal,5,"[217915.50, inf)",11233,0.23209636761849664,11065,168,0.014955933410486958,0.20094855367925257,0.00851875936445072,0.0010630569142197448,-0.5327030871940975,6.0
tot_cur_bal,6,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.5327030871940975,3.0
tot_cur_bal,7,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.5327030871940975,3.0
verification_status,0,['Not Verified'],13560,0.2801768668126782,13408,152,0.011209439528023599,0.49309658247294896,0.05416322450530453,0.0067026352084803495,-0.5306482426649125,12.0
verification_status,1,['Source Verified'],20758,0.4289020207446589,20365,393,0.018932459774544753,-0.038866311189387215,0.0006601737242882843,8.251652190787752e-05,-0.5306482426649125,4.0
verification_status,2,['Verified'],14080,0.29092111244266294,13743,337,0.02393465909090909,-0.27842776720014895,0.025854044158511745,0.003221356972002043,-0.5306482426649125,0.0
verification_status,3,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.5306482426649125,4.0
verification_status,4,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.5306482426649125,4.0
inq_last_6mths,0,"(-inf, 0.50)",29624,0.6120914087358982,29194,430,0.01451525789900081,0.23130355960027638,0.029346691087280927,0.003660180661365156,-0.4373704993374439,9.0
inq_last_6mths,1,"[0.50, 1.50)",12746,0.26335798999958676,12470,276,0.021653852188922015,-0.17594954644570704,0.008883209516234952,0.0011089710667506088,-0.4373704993374439,4.0
inq_last_6mths,2,"[1.50, inf)",6028,0.12455060126451506,5852,176,0.029197080291970802,-0.48257495230077563,0.03686292109214802,0.004563667965407137,-0.4373704993374439,0.0
inq_last_6mths,3,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.4373704993374439,6.0
inq_last_6mths,4,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.4373704993374439,6.0
